-3.49, -1.55, 3.08, 0.05, -0.46, 1.43, -0.02, 0.41, -0.37, 9.81, 3.10, -0.53, -0.20, -0.61, 0.74, -0.00, 0.27, -0.10, -4.09, 3.15, 2.06, -0.95, 0.05, 0.34, -0.67, 0.65, 0.18, 3.51, -1.48, 2.95, 0.04, -0.33, 0.99, -0.36, 0.63, -0.39, -4.90, 4.04, 1.16, 0.27, -0.39, 1.34, 0.31, 0.38, 0.01, 1.02, -0.34, -0.28, 0.40, -0.01, 0.86, 0.02, 0.25, -0.42
-3.89, -1.89, 1.78, 0.03, -0.45, 1.44, -0.02, 0.42, -0.38, 10.67, 2.65, -2.28, -0.21, -0.60, 0.74, -0.01, 0.27, -0.11, -3.35, 1.34, 2.02, -0.95, 0.05, 0.33, -0.67, 0.66, 0.18, 3.22, -1.97, 1.04, 0.06, -0.33, 1.00, -0.36, 0.63, -0.39, -5.47, 2.79, -0.49, 0.28, -0.39, 1.34, 0.31, 0.37, 0.01, -0.26, -1.67, -0.90, 0.38, -0.01, 0.85, 0.02, 0.26, -0.42
-4.96, -0.82, 1.25, 0.05, -0.46, 1.45, -0.03, 0.43, -0.38, 9.29, 4.08, -1.32, -0.20, -0.62, 0.74, -0.01, 0.27, -0.10, -3.21, 2.83, 0.46, -0.96, 0.05, 0.34, -0.67, 0.66, 0.18, 2.44, -0.61, 2.35, 0.05, -0.33, 0.99, -0.36, 0.62, -0.39, -4.20, 4.10, 1.81, 0.26, -0.39, 1.34, 0.30, 0.37, 0.00, 1.16, 1.34, -0.07, 0.40, -0.01, 0.85, 0.02, 0.25, -0.42
-4.42, 0.17, 2.62, 0.04, -0.46, 1.42, -0.02, 0.42, -0.38, 9.76, 3.96, -1.81, -0.19, -0.60, 0.73, -0.01, 0.27, -0.11, -3.18, 2.22, 1.00, -0.94, 0.05, 0.34, -0.67, 0.66, 0.18, 3.20, -1.81, 1.24, 0.06, -0.33, 0.99, -0.36, 0.63, -0.39, -5.37, 2.91, 0.19, 0.28, -0.40, 1.35, 0.30, 0.37, 0.00, -0.37, -1.59, -0.44, 0.39, -0.02, 0.85, 0.02, 0.25, -0.41
-5.20, -2.36, 1.54, 0.05, -0.46, 1.42, -0.03, 0.43, -0.37, 11.70, 2.68, -1.17, -0.19, -0.62, 0.74, -0.01, 0.27, -0.10, -5.37, 2.70, -0.40, -0.98, 0.05, 0.35, -0.67, 0.66, 0.18, 3.37, -1.35, 3.06, 0.06, -0.34, 1.00, -0.36, 0.63, -0.39, -4.01, 4.28, 2.39, 0.28, -0.40, 1.34, 0.30, 0.38, -0.00, 1.61, 1.53, 0.75, 0.39, -0.01, 0.85, 0.02, 0.26, -0.42
-3.77, -0.09, 4.79, 0.05, -0.47, 1.43, -0.03, 0.43, -0.37, 13.56, 3.31, 1.06, -0.20, -0.62, 0.73, -0.01, 0.27, -0.10, -5.95, 4.61, -0.10, -0.96, 0.05, 0.34, -0.68, 0.65, 0.18, 4.02, 0.25, 4.59, 0.05, -0.35, 0.99, -0.36, 0.63, -0.39, -3.61, 5.62, 3.69, 0.27, -0.41, 1.36, 0.30, 0.38, -0.00, 2.09, 2.23, 1.47, 0.39, -0.03, 0.87, 0.02, 0.25, -0.43
-1.16, 1.86, 7.10, 0.06, -0.49, 1.41, -0.03, 0.42, -0.37, 21.45, 5.02, 4.02, -0.19, -0.69, 0.73, -0.00, 0.27, -0.09, -9.91, 9.61, -0.16, -1.04, -0.02, 0.39, -0.68, 0.66, 0.18, 8.99, 6.04, 7.45, 0.13, -0.45, 1.07, -0.36, 0.63, -0.39, 4.61, 14.45, 15.36, 0.41, -0.44, 1.41, 0.30, 0.38, -0.00, 2.97, 17.32, 12.51, 0.37, -0.09, 0.91, 0.02, 0.26, -0.43
7.45, 15.89, 28.43, 0.19, -0.59, 1.47, -0.02, 0.43, -0.37, 33.92, 8.92, 20.08, -0.20, -0.87, 0.81, -0.00, 0.29, -0.09, -24.22, 24.82, -21.43, -1.24, -0.03, 0.46, -0.68, 0.66, 0.17, 22.36, 22.06, 36.40, 0.16, -0.49, 1.09, -0.35, 0.63, -0.39, 37.67, 42.16, 64.69, 0.44, -0.48, 1.40, 0.32, 0.39, -0.00, -0.70, 54.42, 34.05, 0.43, -0.07, 0.97, 0.04, 0.26, -0.43
44.52, 34.45, 69.41, 0.20, -0.62, 1.45, -0.01, 0.44, -0.37, 48.10, 30.35, 56.19, -0.12, -0.95, 0.79, 0.00, 0.29, -0.09, -27.66, 60.18, -28.02, -1.20, -0.02, 0.50, -0.68, 0.64, 0.15, 66.38, 46.74, 62.13, 0.31, -0.51, 1.12, -0.33, 0.66, -0.39, 44.66, 61.92, 97.02, 0.49, -0.55, 1.43, 0.36, 0.41, 0.01, 8.25, 87.36, 47.37, 0.58, -0.09, 1.00, 0.05, 0.26, -0.43
110.59, 37.30, 93.72, 0.27, -0.66, 1.38, 0.02, 0.48, -0.35, 55.07, 35.79, 68.53, -0.12, -0.88, 0.78, 0.03, 0.32, -0.08, -34.54, 67.75, -39.22, -1.08, 0.10, 0.52, -0.69, 0.63, 0.13, 108.97, 55.94, 78.09, 0.21, -0.57, 0.98, -0.29, 0.69, -0.38, 54.01, 56.73, 107.25, 0.53, -0.58, 1.37, 0.40, 0.45, 0.02, -9.32, 78.96, 49.41, 0.61, -0.03, 0.96, 0.09, 0.26, -0.44
150.72, 29.67, 96.83, 0.27, -0.77, 1.32, 0.05, 0.53, -0.32, 60.69, 29.62, 70.78, -0.07, -0.92, 0.76, 0.07, 0.34, -0.08, -35.87, 64.55, -44.10, -1.06, 0.12, 0.53, -0.69, 0.61, 0.09, 135.34, 58.88, 76.71, 0.27, -0.66, 0.96, -0.25, 0.73, -0.35, 63.84, 62.50, 119.05, 0.67, -0.52, 1.30, 0.45, 0.47, 0.03, -5.35, 83.78, 53.35, 0.59, 0.01, 0.86, 0.13, 0.25, -0.44
150.84, 43.49, 107.85, 0.39, -0.93, 1.33, 0.10, 0.57, -0.27, 54.25, 33.98, 92.46, -0.01, -0.98, 0.70, 0.10, 0.36, -0.07, -32.86, 81.76, -37.10, -1.10, 0.11, 0.59, -0.69, 0.59, 0.06, 110.25, 58.63, 105.38, 0.44, -0.72, 1.08, -0.21, 0.77, -0.31, 58.94, 45.29, 154.37, 0.74, -0.46, 1.18, 0.49, 0.48, 0.05, 7.58, 108.18, 60.02, 0.61, 0.09, 0.71, 0.17, 0.25, -0.44
61.20, 20.96, 134.29, 0.44, -0.91, 1.32, 0.16, 0.60, -0.24, 13.56, 26.21, 118.93, 0.12, -0.93, 0.67, 0.15, 0.38, -0.07, -68.86, 124.00, -56.16, -1.02, 0.10, 0.60, -0.69, 0.57, 0.01, 50.53, 32.99, 139.21, 0.42, -0.70, 0.91, -0.15, 0.80, -0.29, 50.08, 64.55, 161.65, 0.73, -0.39, 1.10, 0.54, 0.49, 0.06, 9.55, 126.40, 68.23, 0.72, 0.13, 0.62, 0.22, 0.25, -0.43
5.30, 2.00, 143.74, 0.42, -0.71, 1.08, 0.22, 0.60, -0.23, -24.40, 7.14, 128.60, 0.15, -0.77, 0.60, 0.21, 0.40, -0.07, -91.02, 138.72, -50.96, -0.73, 0.23, 0.59, -0.69, 0.55, -0.04, 21.79, 33.55, 136.27, 0.50, -0.54, 0.71, -0.09, 0.81, -0.29, 44.85, 40.36, 155.08, 0.84, -0.32, 1.01, 0.62, 0.48, 0.09, 5.81, 122.10, 72.46, 0.79, 0.13, 0.54, 0.27, 0.24, -0.42
10.35, -1.31, 137.95, 0.56, -0.61, 1.06, 0.27, 0.60, -0.22, -27.07, -13.33, 121.95, 0.21, -0.62, 0.55, 0.28, 0.40, -0.08, -116.99, 139.78, -58.52, -0.78, 0.25, 0.59, -0.67, 0.53, -0.09, 27.36, 6.00, 136.40, 0.55, -0.50, 0.67, -0.04, 0.81, -0.28, 46.64, 24.70, 150.15, 0.79, -0.21, 0.94, 0.67, 0.47, 0.11, 13.02, 107.05, 70.16, 0.77, 0.21, 0.42, 0.32, 0.23, -0.41
11.01, -22.75, 133.24, 0.53, -0.55, 1.05, 0.30, 0.61, -0.21, -10.21, -31.81, 122.39, 0.28, -0.53, 0.60, 0.29, 0.40, -0.10, -131.62, 157.07, -73.11, -0.50, 0.24, 0.57, -0.65, 0.48, -0.15, 29.61, -16.05, 134.37, 0.56, -0.42, 0.64, 0.02, 0.80, -0.27, 27.86, -42.05, 144.44, 0.91, -0.08, 0.90, 0.72, 0.45, 0.12, 12.85, 108.50, 74.30, 0.80, 0.24, 0.33, 0.36, 0.21, -0.39
-5.77, -53.57, 120.71, 0.61, -0.43, 0.97, 0.36, 0.59, -0.20, 31.89, -50.18, 103.91, 0.28, -0.40, 0.48, 0.34, 0.39, -0.09, -147.83, 142.45, -93.27, -0.40, 0.55, 0.39, -0.62, 0.43, -0.19, 25.38, -113.66, 117.64, 0.59, -0.27, 0.54, 0.05, 0.80, -0.25, 38.95, -60.94, 130.23, 0.50, -0.19, 0.94, 0.75, 0.42, 0.13, 17.51, 93.19, 72.06, 0.81, 0.23, 0.34, 0.38, 0.20, -0.38
