-2.70, -0.84, 4.07, -0.01, 1.02, 0.19, 0.02, 0.26, -0.13, 7.78, 1.52, 1.80, 0.22, -0.97, 0.23, 0.24, 0.47, -0.20, -5.16, 11.42, 2.10, 0.82, -0.30, 0.86, 0.74, -0.01, 0.25, 9.00, -2.39, -5.64, 0.48, 0.79, 0.30, 0.37, -0.02, 0.15
-9.88, -2.62, -1.74, 0.40, -0.17, 1.31, 0.57, 0.06, -0.19, 12.02, 1.90, -7.75, 0.01, -0.30, 0.88, 0.55, -0.20, -0.23, 4.61, 0.22, -1.08, -0.67, -0.12, 0.84, -0.28, 0.34, -0.22, 5.93, -7.87, -2.02, -0.02, -0.30, 0.95, 0.17, 0.26, -0.32, -4.73, 3.66, -4.61, 0.65, -0.05, 1.17, 0.81, 0.13, 0.38, 2.84, 2.22, -2.67, 0.25, -0.42, 0.78, 0.39, 0.26, -0.14
-2.42, 1.17, -0.15, 0.43, -0.17, 1.41, 0.56, 0.07, -0.20, 10.22, 6.19, -4.00, -0.05, -0.32, 0.97, 0.55, -0.20, -0.23, -1.85, 1.55, -2.01, -0.65, -0.10, 0.76, -0.28, 0.34, -0.21, 3.80, 5.37, -1.89, -0.02, -0.33, 1.05, 0.17, 0.26, -0.32, -7.90, 4.55, 0.51, 0.73, -0.05, 1.25, 0.81, 0.14, 0.38, -6.94, -1.80, -1.23, 0.29, -0.45, 0.80, 0.39, 0.26, -0.13
-7.65, -5.85, 5.07, 0.46, 0.05, 1.37, 0.56, 0.07, -0.19, 9.62, -3.22, -5.02, -0.01, -0.35, 0.95, 0.55, -0.20, -0.23, -3.58, -4.68, -0.82, -0.71, -0.14, 0.86, -0.28, 0.34, -0.22, 5.70, -9.81, 6.39, -0.01, -0.33, 0.95, 0.17, 0.26, -0.32, 0.70, 6.38, 2.89, 0.59, -0.12, 1.19, 0.81, 0.14, 0.38, 0.88, 6.96, 4.96, 0.25, -0.45, 0.75, 0.40, 0.26, -0.14
5.95, 1.50, 1.59, 0.36, -0.22, 1.43, 0.56, 0.07, -0.19, 10.96, 9.05, -0.19, -0.07, -0.29, 0.84, 0.55, -0.20, -0.23, -1.78, 4.39, -3.30, -0.61, -0.07, 0.74, -0.28, 0.34, -0.22, 4.86, 3.15, -4.03, -0.07, -0.34, 1.05, 0.16, 0.26, -0.32, -10.89, 1.61, -1.53, 0.71, -0.07, 1.23, 0.81, 0.13, 0.38, -3.33, -6.17, -6.74, 0.30, -0.45, 0.80, 0.39, 0.26, -0.14
-12.48, -2.62, 1.75, 0.50, -0.19, 1.44, 0.57, 0.08, -0.19, -3.08, -0.81, -11.54, 0.02, -0.35, 1.03, 0.55, -0.21, -0.23, -2.86, -4.49, -3.60, -0.68, -0.13, 0.85, -0.28, 0.34, -0.22, -13.11, -0.67, -0.13, 0.07, -0.30, 0.93, 0.17, 0.26, -0.32, -6.89, 7.10, 6.21, 0.62, -0.07, 1.14, 0.80, 0.14, 0.38, -10.21, 8.02, 7.46, 0.27, -0.37, 0.78, 0.39, 0.26, -0.13
-0.52, 1.57, 15.69, 0.35, -0.15, 1.26, 0.56, 0.07, -0.20, 6.65, 11.01, -1.33, -0.06, -0.27, 0.83, 0.54, -0.21, -0.23, -5.12, 3.44, -7.41, -0.67, -0.04, 0.71, -0.28, 0.34, -0.21, 31.93, -6.57, 4.29, -0.11, -0.32, 0.97, 0.17, 0.26, -0.31, 3.41, 1.14, -4.13, 0.71, -0.10, 1.29, 0.81, 0.14, 0.38, -4.78, -1.30, -5.57, 0.29, -0.48, 0.84, 0.40, 0.25, -0.14
13.29, -7.55, 9.29, 0.55, -0.23, 1.65, 0.56, 0.07, -0.19, 8.99, -9.97, -30.14, -0.22, -0.47, 1.47, 0.55, -0.20, -0.23, -27.78, -24.76, -60.87, -1.18, -0.00, 0.89, -0.28, 0.33, -0.22, -6.33, 6.63, -17.48, -0.15, -0.62, 1.85, 0.17, 0.26, -0.32, -6.27, 41.10, 6.54, 0.94, 0.07, 1.27, 0.81, 0.13, 0.39, -57.00, 33.57, 28.32, 0.25, -0.74, 1.01, 0.39, 0.26, -0.14
10.58, 44.58, 49.68, 1.06, -0.28, 1.72, 0.56, 0.08, -0.19, -22.06, -20.80, -38.75, 0.02, -0.57, 1.27, 0.55, -0.21, -0.22, -68.87, -66.78, -155.17, -0.47, -0.18, 1.03, -0.27, 0.30, -0.19, 22.80, 2.17, 23.41, 0.09, -0.44, 0.92, 0.17, 0.26, -0.33, 70.69, 100.54, 109.98, 1.13, -0.21, 1.57, 0.81, 0.13, 0.41, -158.84, 35.43, 81.79, 0.55, -0.60, 1.17, 0.41, 0.21, -0.12
155.29, -63.18, 75.66, 0.36, -0.68, 1.71, 0.56, 0.06, -0.19, -16.90, -15.19, -42.12, -0.20, -0.68, 1.61, 0.54, -0.21, -0.23, -87.07, -125.69, -171.42, -1.21, 0.25, 0.94, -0.27, 0.28, -0.17, 190.57, 59.40, 7.25, -0.11, -1.22, 1.67, 0.18, 0.28, -0.32, 244.96, 98.09, 159.55, 1.51, -0.42, 1.11, 0.80, 0.08, 0.44, -191.40, 49.52, 68.47, 0.24, -0.54, 1.13, 0.41, 0.18, -0.11
244.96, -2.94, -20.35, 0.74, -1.11, 0.88, 0.56, 0.11, -0.20, 225.66, 148.09, -91.94, -0.08, -1.62, 1.20, 0.57, -0.18, -0.23, -134.53, -204.35, -245.00, -1.00, 0.25, 1.15, -0.24, 0.22, -0.11, 244.96, 130.86, 106.88, 0.17, -1.16, 0.53, 0.22, 0.36, -0.28, 244.96, -180.98, 244.96, -0.54, -1.08, 0.72, 0.78, 0.04, 0.44, -240.56, 191.22, 194.58, 0.30, 0.06, 0.25, 0.42, 0.11, -0.07
